lat,lon,custo,nome
42.3168,-71.10721,121.0,Cozy studio apartment in Jamaica plain!
42.36017,-71.06346,184.0,Ideal Rental by MGH & TD Garden – Beacon Hill #10
42.32776,-71.09194,105.0,Suite Petite Attique by Longwood & Train
42.36048,-71.06417,206.0,Cozy Beacon Hill Room
42.27173,-71.07936,206.0,Cozy Double Times II
42.2719,-71.07935,206.0,Fireplace Haven
42.30861,-71.11105,312.0,"Elegant, spacious boudoir with fireplace."
42.30994,-71.11119,224.0,"Elegant studio,kitchn, soaking tub"
42.28946,-71.06818,50.0,Just around the corner from the Red Line!
42.29005,-71.06222,541.0,Warm & Cozy Home for Your Stay!
42.31438,-71.07606,92.0,Modern/chic one-bedroom in eco Smart Home -Room #1
42.35867,-71.07008,206.0,Studio on Charles St. in Beacon Hil
42.25742,-71.12604,163.0,Fully furnished apartment in Boston (Hyde Park)
42.35326,-71.127,206.0,Cozy & sunny apartment BU/Allston
42.35475,-71.15875,102.0,"Private fl w/2BR, 1B, 1LR w/full kitchen"
42.34753,-71.10353,206.0,"Centrally located, cozy studio"
42.36017,-71.06346,191.0,Beacon Hill Rental Close to MGH & TD Garden – #4
42.34299,-71.07305,193.0,Your Home Base for 1+ Months | The Lincoln Suite
42.32708,-71.09752,206.0,Spacious room close to T-Station
42.35291,-71.12859,206.0,"Big, Bright, and Spacious Bedroom"
42.29021,-71.13046,150.0,"Arboretum retreat with AC, private bath, entrance."
42.27843,-71.16233,237.0,Beautiful 2BD / 1 BA - 1st Floor
42.2779,-71.14423,206.0,Double in Arts & Crafts Bungalow
42.2779,-71.14423,206.0,Two rooms in Arts & Crafts Bungalow
42.30627,-71.10763,206.0,"Sunny, Family-Friendly Apartment"
42.30571,-71.10567,206.0,Family-friendly private room
42.38074,-71.03767,206.0,"Private Bed and Bathroom,parking, close to airport"
42.34971,-71.09535,206.0,Charming Bedroom in Kenmore
42.35166,-71.07955,206.0,Back Bay apartment
42.32112,-71.1145,206.0,Tranquil room in great spot!
42.33445358276367,-71.07862854003906,290.0,Stunning triplex loft style condo - Quiet building
42.30489,-71.07071,43.0,Workable & Inexpensive Room Near the 2 T lines!
42.28885,-71.07005,45.0,Peaceful Private Bedroom Near T!
42.36583,-71.03529,206.0,1 BR Apt Close to Airport/Train
42.36594,-71.05669,168.0,"Hideaway in Boston's North End-""Little Italy"""
42.36152,-71.13333,206.0,Small Cozy Attic Bedroom
42.35054,-71.09779,206.0,"Big, Bright, Boston Brownstone"
42.33512,-71.0743,206.0,South End-Close to Everything!
42.34862,-71.06172,125.0,Bright and Cozy Chinatown Apt
42.35128,-71.13059,206.0,"Private, amazing 1-bedroom apt in central location"
42.37126,-71.03893,179.0,Extended stays
42.31431,-71.10305,135.0,"2BR w deck near subway, downtown & hospitals"
42.3431,-71.07854,219.0,The Boston Christopher Studio Suite
42.3432,-71.07846,207.0,The Boston Christopher One Bedroom
42.34488,-71.15435,42.0,Spacious loft in the quiet suburbs #1
42.30027,-71.06324,155.0,Cozy 4BD apartment with AirBeds
42.31659,-71.10565,336.0,"Welcome to JP Boston! 3BR home w/parking, near T"
42.32777,-71.09331,144.0,Garden Apt - Highland Park/Fort Hill (Orange Line)
42.33786,-71.15137,300.0,"2-bedrom loft condo near BC, BU & Fenway w/parking"
42.32385,-71.10746,85.0,spacious 3rd floor loft in home
42.35786,-71.06482,285.0,Second Oldest Home in Beacon Hill
42.34547,-71.10365,206.0,"New, furnished 1 bedroom apt w gym"
42.303,-71.07109,45.0,Sizeable Private Room w/ Air Bed & Convenient to T
42.35208,-71.06282,206.0,Luxury Downtown Boston Apartment
42.35145,-71.06461,180.0,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI
42.30372,-71.07226,43.0,Spacious & Great Private Room Near T!
42.38231,-71.06871,1288.0,Historic and Charming Brownstone
42.34942,-71.0955,206.0,Sunny Riverview Right In Fenway!
42.30877,-71.08654,206.0,Charming Multi Family Home
42.32378,-71.09648,115.0,Spacious 2 bedroom Apartment.
42.31937,-71.10497,206.0,Two Room Master Suite with Spa Bath
42.28921,-71.06337,206.0,Pleasant & Lovely Room Near T!
42.34091,-71.15012,104.0,"Boston ШkolarFlat - safe space, nice view #BC/BU"
42.3428,-71.07836,271.0,Pristine private apt South End Walk everywhere
42.36538,-71.05159,130.0,Boston North End Luxurious One Bedroom Condo
42.3454,-71.1532,42.0,Spacious loft in the quiet suburbs #2
42.35308,-71.06179,206.0,630 Washington
42.27178,-71.07731,206.0,"Cozy, Clean, Convenient. Private 4 rm, 2 bdrm APT"
42.34942,-71.06341,206.0,Central sunny apt. (fun rugs)
42.30586,-71.07225,40.0,Inexpensive & Clean Private Bedroom!
42.27995,-71.13042,206.0,The Metropolitan - in Roslindale
42.28793,-71.06812,206.0,"""Short Steps to Shawmut T Red Line Stop!"""
42.35218,-71.08103,206.0,1BR in the heart of Back Bay
42.35415,-71.0623,206.0,Nice Bedroom in Downtown Boston!
42.34981,-71.13209,206.0,Cafe-Style Studio Allston Brookline
42.35307,-71.08224,206.0,A studio in the heart of Back Bay
42.36332,-71.05897,208.0,Boston Apartment (North End)
42.34218,-71.07334,282.0,Copley Vacation Rental on the Park  w/ patio M325
42.33233,-71.10948,206.0,room in beautiful house
42.34504,-71.15406,39.0,Spacious loft in the quiet suburbs #3
42.30536,-71.07221,206.0,Walk/Bus to Redline Renovated Easy to MIT/Harvard
42.37032,-71.03974,110.0,Top Rated Apartment! Exceptional Location!
42.32818,-71.09547,128.0,Freshly Renovated Studio close to T
42.38348,-71.07678,163.0,Apartment with 2-3 bedrooms-3 min to subway T stop
42.36588,-71.0613,206.0,2BR Luxury Apt - Downtown/West End
42.3605,-71.12633,79.0,Close to Harvard - Zen Room Lic# STR383892
42.33726,-71.07787,206.0,Sunny & Spacious room- South End
42.33118,-71.0535,206.0,Private room in South Boston
42.36718,-71.05657,206.0,North End Furnished Condo!
42.27947,-71.15314,650.0,The 1880 House: Historic Single Family Victorian!
42.34626,-71.09049,307.0,Boston Brownstone
42.32647,-71.09557,201.0,Wonderful Boston apartment Sunny & Newly renovated
42.35184,-71.06003,269.0,Sleek 1 Bedroom in Boston's Financial District
42.27644,-71.07681,100.0,Mahar family room
42.32068245245338,-71.11429829676271,99.0,"Elegant room, colorful artist home"
42.3529,-71.05992,377.0,Luxury 2 Bedroom Steps from Rose Kennedy Greenway
42.30536,-71.07221,39.0,Clean Large Room near Redline/Rail Peaceful Area
42.38187,-71.07734,190.0,3 bed apt next to T- fast wifi-off street parking
42.32818,-71.05512,206.0,"Andrew Sq, South Boston - Modern Condo"
