lat,lon,custo,nome
40.7628,-73.9651,154.0,Luxury NYC 2 Bedroom with Terrace
40.719482,-73.98877,170.0,2 Bedroom Gem - Prime LES Location
40.71941,-73.98968,235.0,2 Bedroom apt.in Manhattan/New York
40.73333,-73.85933,154.0,Large Sunny Bedroom in QNS NYC
40.64295,-73.97293,68.0,Private clean spacious room - Across from subway
40.72136,-73.95674,175.0,Modern  Condo w/Luxury Amenities by McCarren Park
40.7154,-73.94028,154.0,Resort-like living in Williamsburg
40.66385,-73.93229,65.0,"Brooklyn: Bright, Spacious & Cozy + Good Vibes"
40.76716,-73.91177,94.0,"Master Bedroom Private Bath Avaliable, Astoria"
40.70413,-73.92726,154.0,"Private Room Bushwick Near L train,"
40.74496,-73.91167,95.0,Cozy New York  City private room
40.72499,-73.99198,212.0,Classic East Village Studio (great location)
40.75282,-73.97315,154.0,"Easy, comfortable studio in Midtown"
40.8677,-73.92122,81.0,1 Bd Manhattan NYC Entire Apt 1 yr or 1 mos. min.
40.77549,-73.95128,95.0,Charming furnished Studio-Loft
40.68413,-73.93538,154.0,Welcoming & Ascetically Beautiful 2 Bedroom Oasis
40.70937,-73.9657,350.0,Entire Luxury 2br/2ba in Prime Williamsburg!
40.67782,-73.97205,630.0,"The Carlton, Brooklyn brownstone Duplex w/ garden"
40.66883,-73.95296,154.0,"Large, furnished room in a 2 bedroom!"
40.68607,-73.95536,1358.0,"Gordy’s Place for Large Groups 8Rms, 5Bth, 24+beds"
40.73853,-74.00292,154.0,Amazing West Village 2br
40.8078,-73.95232,78.0,Beautiful Private Bedroom - Downstairs
40.75981,-73.99138,154.0,Hells Kitchen Ground Fl 1-bedroom
40.67223,-73.95556,120.0,Charming Brooklyn Studio
40.80748,-73.95589,154.0,Private Room in Brownstone
40.76198,-73.99361,154.0,Lovely Hell's Kitchen Studio...
40.67933,-73.995,289.0,Carroll Gardens Gem-2BD with Garden
40.719,-73.99764,87.0,Cozy Railroad Apt.
40.72864,-74.00453,154.0,Decorators 5-Star Flat West Village
40.72533,-73.9972,154.0,Beautiful SoHo Luxury Apartment
40.67452,-73.96174,154.0,Beautiful Spacious One Bedroom
40.73431,-74.00225,200.0,"Sunny, Quiet West Village/Meatpacking 1BR Gem"
40.73778,-73.95366,352.0,Loft Suite
40.73778,-73.95366,352.0,Loft Suite
40.73778,-73.95366,352.0,Loft Suite
40.73778,-73.95366,352.0,Loft Suite
40.73778,-73.95366,352.0,Loft Suite
40.70951,-73.95015,154.0,"Sunny, clean br available"
40.79131,-73.9694,300.0,Panoramic View Central Park & NYC
40.73849,-73.87232,154.0,Nice Private Room Beauty in Queens
40.68907,-73.95384,154.0,"Cozy Corner, Bedford Ave  Brooklyn!"
40.68435,-73.94825,73.0,Large Double Room  Queenbed Wifi
40.77433,-73.95339,154.0,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng
40.66646,-73.89254,66.0,Feel like you never leave your home
40.80692,-73.95481,61.0,Furnished Bedroom with private half bath
40.6857,-73.97388,154.0,room with very nice view in Brooklyn
40.80752,-73.94778,154.0,GORGEOUS TWO BEDROOM FLAT IN MANHATTAN
40.8058,-73.94759,154.0,FABULOUS 1 BEDROOM IN MANHATTAN
40.80528,-73.94742,154.0,PLUSH AND SPACIOUS 2-BEDROOM IN NYC
40.77298,-73.95813,65.0,Wonderful Room on the UES 2
40.79675,-73.93634,150.0,Sunny 1BR East Harlem Apartment
40.8073,-73.94575,154.0,FABULOUS & LARGE 2 BEDROOM IN NYC!
40.80557,-73.94801,154.0,BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC
40.70674,-73.91959,154.0,2 rooms; private entrance & bath!
40.82359,-73.94601,64.0,Large Sunny Bedroom with Bay Window
40.82295,-73.94433,64.0,Harlem/Hamilton Heights Sunny Room
40.69533,-73.96058,156.0,Clinton Hill Duplex near Pratt w/Huge Patio!
40.75672,-73.99003,154.0,Cool! Your Own Times Square Room!
40.73216,-73.98678,95.0,Share in NYC's trendy East Village
40.77287,-73.94667,154.0,Cozy 1BD Manhattan close Central Pk
40.73216,-74.00521,154.0,Spacious Greenwich Village Loft
40.73532,-73.99506,154.0,Greenwich Village Skylit 1BR +deck!
40.74109,-73.92398,60.0,Dream Room in Sunnyside New York - Female Only
40.67636,-73.98098,154.0,Beautiful apartment in Park Slope
40.68278,-73.93863,120.0,Historic Brownstone Garden Apt
40.78186,-73.97849,154.0,Big Uws Apt Block From Central Park
40.67942,-73.97252,86.0,Sml Rm in P/Sl great for  Med/stu
40.68441,-73.98405,154.0,Rare Loft Apt in Heart of Brooklyn
40.72162,-73.95114,240.0,"Amazing Greenpoint/WBurg, BRKLN 1BR"
40.68098,-73.96604,154.0,Sweet apt in Prospect Heights BK NY
40.76114,-73.99369,152.0,*Extremely Rare* Private Midtown Garden Oasis Loft
40.79046,-73.94576,120.0,"Convenient, Central, Comfortable"
40.67493,-73.96398,154.0,"Cozy 1BR apart. in Prospect Hts, BK"
40.82875,-73.93969,82.0,Private Spacious Oasis in Modern Harlem Apartment
40.81695,-73.94723,101.0,Cozy Studio Apt in Historic Brownstone
40.71108,-73.93717,154.0,Full Apt! L Train On The Corner!!
40.65724,-73.99919,154.0,"Sunny, Quiet, 2 bedroom apartment"
40.67924,-73.96445,154.0,Vintage Brooklyn Carriage House
40.66718,-73.95848,154.0,"Great room in 2BR, Bright + Cozy!"
40.71542,-73.93821,154.0,COMFY-CUTE-N-CLEAN APT in WBURG
40.80272,-73.95618,154.0,NYC Whole Apt.  Dec 26th- Feb 3rd
40.71424,-73.94267,154.0,Big Room in Williamsburg Loft
40.77416,-73.98591,1000.0,Luxury 1Bed with Central Park Views
40.72299,-73.98838,154.0,Great 1br East Village Apartment
40.67512,-73.95972,154.0,"1-BDRM, Good Light, Fire-Escape, AC"
40.50863,-74.24135,150.0,"Beautiful 4BR/4BA Home, Staten Island, NY City."
40.68228,-73.94645,154.0,Country Blues
40.68053,-73.9479,154.0,Havanna Brown Room
40.68273,-73.94617,154.0,Purple Haze Room
40.7947,-73.93209,154.0,Cozy E. Harlem Brownstone PH
40.68308,-73.92416,125.0,LuluM located in beautiful Brooklyn
40.76042,-73.9975,154.0,INSANE NYC views! Live in the sky!
40.69505,-73.9522,158.0,Up Among the Trees 2
40.67677,-73.96283,140.0,Sunny top fl Private 1- BR with garden view
40.78279,-73.97317,154.0,Central Park Luxury ( BEST DEAL ;)
40.63139,-74.08169,70.0,Enjoy and discover New York Citi
40.76277923583984,-73.9910888671875,159.0,"Hell's Kitchen, Midtown west!"
40.75608,-73.91768,63.0,10-Min to Manhattan | Cozy Retreat | Monthly Stays
40.7454,-73.9831,154.0,Gorgeous Modern Manhattan Apt
40.71406,-73.96749,150.0,I Bedroom in 2 Bedroom Loft - The Domino Wburg
40.77534,-73.95106,179.0,Upper East 1 BDRM Great Location!
40.77516,-73.9537,154.0,Cozy Upper East Side Studio
40.74838,-73.98214,154.0,"Awesome views, Central location"
40.66763,-73.95836,154.0,"Beautiful 2bd Apt near BK Museum, Crown Heights"
40.72617,-73.95264,125.0,Greenpoint with cats June 24-July 28
40.76269,-73.99361,82.0,Cozy bedroom near Times Square
40.71529,-73.96032,154.0,Artist's Flat in Historic Building #10263
40.86773,-73.82023,41.0,Clean Quiet Room NYC Accessible
40.81319,-73.94194,135.0,Unique private room and bathroom in Brownstone
40.75622,-73.99455,133.0,Large Private Midtown Room!
40.75619,-73.92029,87.0,NYC Gem. Great Location & Value.
40.64368,-74.02102,154.0,"Heavy Sun, Quiet, Arty 1 Bedroom"
40.67534,-73.98345,166.0,Artist apt in Park Slope w/backyard
40.74828,-73.9917,290.0,Exquisite Spacious Studio in Midtown
40.66,-73.95203,83.0,COMFORTABLE LARGE ROOM
40.71481,-73.99059,120.0,Lower East Side 1bedroom apt in NYC
40.68461,-73.98984,154.0,Central Cobble/Boerum Hill Townhome | Roof Terrace
40.72678,-73.90448,154.0,2 bdrm  Entire Furnished Apt.  (R)
